 iteration        1/    1000 | consumed samples:         1024 | consumed tokens:       262144 | elapsed time per iteration (ms): 83781.7 | learning rate: 6.000E-05 | global batch size:  1024 | lm loss: 1.082687E+01 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.222 | tokens per gpu per second (tgs): 1564.447 | TFLOPs: 1.35 |
 iteration      876/    1000 | consumed samples:       897024 | consumed tokens:    229638144 | elapsed time per iteration (ms): 81670.3 | learning rate: 8.023E-06 | global batch size:  1024 | lm loss: 6.340926E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.538 | tokens per gpu per second (tgs): 1604.891 | TFLOPs: 1.38 |
 iteration      877/    1000 | consumed samples:       898048 | consumed tokens:    229900288 | elapsed time per iteration (ms): 81690.3 | learning rate: 7.991E-06 | global batch size:  1024 | lm loss: 6.299644E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.535 | tokens per gpu per second (tgs): 1604.499 | TFLOPs: 1.38 |
 iteration      878/    1000 | consumed samples:       899072 | consumed tokens:    230162432 | elapsed time per iteration (ms): 81914.7 | learning rate: 7.959E-06 | global batch size:  1024 | lm loss: 6.313090E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.501 | tokens per gpu per second (tgs): 1600.104 | TFLOPs: 1.38 |
 iteration      879/    1000 | consumed samples:       900096 | consumed tokens:    230424576 | elapsed time per iteration (ms): 81891.2 | learning rate: 7.927E-06 | global batch size:  1024 | lm loss: 6.297896E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.504 | tokens per gpu per second (tgs): 1600.563 | TFLOPs: 1.38 |
 iteration      880/    1000 | consumed samples:       901120 | consumed tokens:    230686720 | elapsed time per iteration (ms): 81788.5 | learning rate: 7.896E-06 | global batch size:  1024 | lm loss: 6.325989E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.520 | tokens per gpu per second (tgs): 1602.572 | TFLOPs: 1.38 |
 iteration      881/    1000 | consumed samples:       902144 | consumed tokens:    230948864 | elapsed time per iteration (ms): 81978.0 | learning rate: 7.865E-06 | global batch size:  1024 | lm loss: 6.326421E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.491 | tokens per gpu per second (tgs): 1598.868 | TFLOPs: 1.38 |
 iteration      882/    1000 | consumed samples:       903168 | consumed tokens:    231211008 | elapsed time per iteration (ms): 81680.7 | learning rate: 7.834E-06 | global batch size:  1024 | lm loss: 6.320964E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.537 | tokens per gpu per second (tgs): 1604.687 | TFLOPs: 1.38 |
 iteration      883/    1000 | consumed samples:       904192 | consumed tokens:    231473152 | elapsed time per iteration (ms): 80848.3 | learning rate: 7.803E-06 | global batch size:  1024 | lm loss: 6.308471E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.666 | tokens per gpu per second (tgs): 1621.209 | TFLOPs: 1.39 |
 iteration      884/    1000 | consumed samples:       905216 | consumed tokens:    231735296 | elapsed time per iteration (ms): 80872.7 | learning rate: 7.773E-06 | global batch size:  1024 | lm loss: 6.286478E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.662 | tokens per gpu per second (tgs): 1620.720 | TFLOPs: 1.39 |
 iteration      885/    1000 | consumed samples:       906240 | consumed tokens:    231997440 | elapsed time per iteration (ms): 80960.3 | learning rate: 7.743E-06 | global batch size:  1024 | lm loss: 6.274936E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.648 | tokens per gpu per second (tgs): 1618.966 | TFLOPs: 1.39 |
 iteration      886/    1000 | consumed samples:       907264 | consumed tokens:    232259584 | elapsed time per iteration (ms): 80898.2 | learning rate: 7.713E-06 | global batch size:  1024 | lm loss: 6.362462E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.658 | tokens per gpu per second (tgs): 1620.209 | TFLOPs: 1.39 |
 iteration      887/    1000 | consumed samples:       908288 | consumed tokens:    232521728 | elapsed time per iteration (ms): 81161.3 | learning rate: 7.684E-06 | global batch size:  1024 | lm loss: 6.320064E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.617 | tokens per gpu per second (tgs): 1614.957 | TFLOPs: 1.39 |
 iteration      888/    1000 | consumed samples:       909312 | consumed tokens:    232783872 | elapsed time per iteration (ms): 81246.3 | learning rate: 7.654E-06 | global batch size:  1024 | lm loss: 6.341208E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.604 | tokens per gpu per second (tgs): 1613.268 | TFLOPs: 1.39 |
 iteration      889/    1000 | consumed samples:       910336 | consumed tokens:    233046016 | elapsed time per iteration (ms): 81339.3 | learning rate: 7.625E-06 | global batch size:  1024 | lm loss: 6.304471E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.589 | tokens per gpu per second (tgs): 1611.423 | TFLOPs: 1.39 |
 iteration      890/    1000 | consumed samples:       911360 | consumed tokens:    233308160 | elapsed time per iteration (ms): 81032.9 | learning rate: 7.596E-06 | global batch size:  1024 | lm loss: 6.314701E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.637 | tokens per gpu per second (tgs): 1617.515 | TFLOPs: 1.39 |
 iteration      891/    1000 | consumed samples:       912384 | consumed tokens:    233570304 | elapsed time per iteration (ms): 81218.9 | learning rate: 7.568E-06 | global batch size:  1024 | lm loss: 6.321746E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.608 | tokens per gpu per second (tgs): 1613.812 | TFLOPs: 1.39 |
 iteration      892/    1000 | consumed samples:       913408 | consumed tokens:    233832448 | elapsed time per iteration (ms): 81153.3 | learning rate: 7.539E-06 | global batch size:  1024 | lm loss: 6.327047E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.618 | tokens per gpu per second (tgs): 1615.117 | TFLOPs: 1.39 |
 iteration      893/    1000 | consumed samples:       914432 | consumed tokens:    234094592 | elapsed time per iteration (ms): 81293.4 | learning rate: 7.511E-06 | global batch size:  1024 | lm loss: 6.298814E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.596 | tokens per gpu per second (tgs): 1612.333 | TFLOPs: 1.39 |
 iteration      894/    1000 | consumed samples:       915456 | consumed tokens:    234356736 | elapsed time per iteration (ms): 81124.3 | learning rate: 7.483E-06 | global batch size:  1024 | lm loss: 6.303454E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.623 | tokens per gpu per second (tgs): 1615.694 | TFLOPs: 1.39 |
 iteration      895/    1000 | consumed samples:       916480 | consumed tokens:    234618880 | elapsed time per iteration (ms): 81334.3 | learning rate: 7.456E-06 | global batch size:  1024 | lm loss: 6.340528E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.590 | tokens per gpu per second (tgs): 1611.521 | TFLOPs: 1.39 |
 iteration      896/    1000 | consumed samples:       917504 | consumed tokens:    234881024 | elapsed time per iteration (ms): 81142.9 | learning rate: 7.428E-06 | global batch size:  1024 | lm loss: 6.353866E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.620 | tokens per gpu per second (tgs): 1615.323 | TFLOPs: 1.39 |
 iteration      897/    1000 | consumed samples:       918528 | consumed tokens:    235143168 | elapsed time per iteration (ms): 81189.1 | learning rate: 7.401E-06 | global batch size:  1024 | lm loss: 6.282503E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.613 | tokens per gpu per second (tgs): 1614.405 | TFLOPs: 1.39 |
 iteration      898/    1000 | consumed samples:       919552 | consumed tokens:    235405312 | elapsed time per iteration (ms): 81277.7 | learning rate: 7.374E-06 | global batch size:  1024 | lm loss: 6.317715E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.599 | tokens per gpu per second (tgs): 1612.644 | TFLOPs: 1.39 |
 iteration      899/    1000 | consumed samples:       920576 | consumed tokens:    235667456 | elapsed time per iteration (ms): 81278.0 | learning rate: 7.348E-06 | global batch size:  1024 | lm loss: 6.332597E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.599 | tokens per gpu per second (tgs): 1612.638 | TFLOPs: 1.39 |
 iteration      900/    1000 | consumed samples:       921600 | consumed tokens:    235929600 | elapsed time per iteration (ms): 81205.7 | learning rate: 7.321E-06 | global batch size:  1024 | lm loss: 6.291802E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.610 | tokens per gpu per second (tgs): 1614.073 | TFLOPs: 1.39 |
 iteration      901/    1000 | consumed samples:       922624 | consumed tokens:    236191744 | elapsed time per iteration (ms): 81209.2 | learning rate: 7.295E-06 | global batch size:  1024 | lm loss: 6.318877E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.609 | tokens per gpu per second (tgs): 1614.005 | TFLOPs: 1.39 |
 iteration      902/    1000 | consumed samples:       923648 | consumed tokens:    236453888 | elapsed time per iteration (ms): 81468.0 | learning rate: 7.270E-06 | global batch size:  1024 | lm loss: 6.329172E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.569 | tokens per gpu per second (tgs): 1608.876 | TFLOPs: 1.38 |
 iteration      903/    1000 | consumed samples:       924672 | consumed tokens:    236716032 | elapsed time per iteration (ms): 81278.5 | learning rate: 7.244E-06 | global batch size:  1024 | lm loss: 6.305618E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.599 | tokens per gpu per second (tgs): 1612.628 | TFLOPs: 1.39 |
 iteration      904/    1000 | consumed samples:       925696 | consumed tokens:    236978176 | elapsed time per iteration (ms): 80982.6 | learning rate: 7.219E-06 | global batch size:  1024 | lm loss: 6.297932E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.645 | tokens per gpu per second (tgs): 1618.520 | TFLOPs: 1.39 |
 iteration      905/    1000 | consumed samples:       926720 | consumed tokens:    237240320 | elapsed time per iteration (ms): 81256.0 | learning rate: 7.194E-06 | global batch size:  1024 | lm loss: 6.343661E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.602 | tokens per gpu per second (tgs): 1613.074 | TFLOPs: 1.39 |
 iteration      906/    1000 | consumed samples:       927744 | consumed tokens:    237502464 | elapsed time per iteration (ms): 81183.9 | learning rate: 7.169E-06 | global batch size:  1024 | lm loss: 6.287176E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.613 | tokens per gpu per second (tgs): 1614.507 | TFLOPs: 1.39 |
 iteration      907/    1000 | consumed samples:       928768 | consumed tokens:    237764608 | elapsed time per iteration (ms): 81154.6 | learning rate: 7.144E-06 | global batch size:  1024 | lm loss: 6.312988E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.618 | tokens per gpu per second (tgs): 1615.089 | TFLOPs: 1.39 |
 iteration      908/    1000 | consumed samples:       929792 | consumed tokens:    238026752 | elapsed time per iteration (ms): 80990.7 | learning rate: 7.120E-06 | global batch size:  1024 | lm loss: 6.279294E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.643 | tokens per gpu per second (tgs): 1618.358 | TFLOPs: 1.39 |
 iteration      909/    1000 | consumed samples:       930816 | consumed tokens:    238288896 | elapsed time per iteration (ms): 81539.3 | learning rate: 7.096E-06 | global batch size:  1024 | lm loss: 6.321697E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.558 | tokens per gpu per second (tgs): 1607.470 | TFLOPs: 1.38 |
 iteration      910/    1000 | consumed samples:       931840 | consumed tokens:    238551040 | elapsed time per iteration (ms): 81676.2 | learning rate: 7.072E-06 | global batch size:  1024 | lm loss: 6.309557E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.537 | tokens per gpu per second (tgs): 1604.776 | TFLOPs: 1.38 |
 iteration      911/    1000 | consumed samples:       932864 | consumed tokens:    238813184 | elapsed time per iteration (ms): 81296.0 | learning rate: 7.049E-06 | global batch size:  1024 | lm loss: 6.308743E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.596 | tokens per gpu per second (tgs): 1612.281 | TFLOPs: 1.39 |
 iteration      912/    1000 | consumed samples:       933888 | consumed tokens:    239075328 | elapsed time per iteration (ms): 81567.6 | learning rate: 7.025E-06 | global batch size:  1024 | lm loss: 6.324517E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.554 | tokens per gpu per second (tgs): 1606.913 | TFLOPs: 1.38 |
 iteration      913/    1000 | consumed samples:       934912 | consumed tokens:    239337472 | elapsed time per iteration (ms): 81675.9 | learning rate: 7.002E-06 | global batch size:  1024 | lm loss: 6.291792E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.537 | tokens per gpu per second (tgs): 1604.781 | TFLOPs: 1.38 |
 iteration      914/    1000 | consumed samples:       935936 | consumed tokens:    239599616 | elapsed time per iteration (ms): 81639.5 | learning rate: 6.979E-06 | global batch size:  1024 | lm loss: 6.321201E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.543 | tokens per gpu per second (tgs): 1605.498 | TFLOPs: 1.38 |
 iteration      915/    1000 | consumed samples:       936960 | consumed tokens:    239861760 | elapsed time per iteration (ms): 81741.6 | learning rate: 6.957E-06 | global batch size:  1024 | lm loss: 6.278597E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.527 | tokens per gpu per second (tgs): 1603.491 | TFLOPs: 1.38 |
 iteration      916/    1000 | consumed samples:       937984 | consumed tokens:    240123904 | elapsed time per iteration (ms): 81707.4 | learning rate: 6.935E-06 | global batch size:  1024 | lm loss: 6.322501E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.533 | tokens per gpu per second (tgs): 1604.164 | TFLOPs: 1.38 |
 iteration      917/    1000 | consumed samples:       939008 | consumed tokens:    240386048 | elapsed time per iteration (ms): 81670.5 | learning rate: 6.913E-06 | global batch size:  1024 | lm loss: 6.312907E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.538 | tokens per gpu per second (tgs): 1604.887 | TFLOPs: 1.38 |
 iteration      918/    1000 | consumed samples:       940032 | consumed tokens:    240648192 | elapsed time per iteration (ms): 81559.9 | learning rate: 6.891E-06 | global batch size:  1024 | lm loss: 6.313433E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.555 | tokens per gpu per second (tgs): 1607.064 | TFLOPs: 1.38 |
 iteration      919/    1000 | consumed samples:       941056 | consumed tokens:    240910336 | elapsed time per iteration (ms): 81868.7 | learning rate: 6.869E-06 | global batch size:  1024 | lm loss: 6.307980E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.508 | tokens per gpu per second (tgs): 1601.002 | TFLOPs: 1.38 |
 iteration      920/    1000 | consumed samples:       942080 | consumed tokens:    241172480 | elapsed time per iteration (ms): 81770.4 | learning rate: 6.848E-06 | global batch size:  1024 | lm loss: 6.293018E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.523 | tokens per gpu per second (tgs): 1602.928 | TFLOPs: 1.38 |
 iteration      921/    1000 | consumed samples:       943104 | consumed tokens:    241434624 | elapsed time per iteration (ms): 81769.0 | learning rate: 6.827E-06 | global batch size:  1024 | lm loss: 6.315437E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.523 | tokens per gpu per second (tgs): 1602.955 | TFLOPs: 1.38 |
 iteration      922/    1000 | consumed samples:       944128 | consumed tokens:    241696768 | elapsed time per iteration (ms): 82004.4 | learning rate: 6.807E-06 | global batch size:  1024 | lm loss: 6.286982E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.487 | tokens per gpu per second (tgs): 1598.353 | TFLOPs: 1.38 |
 iteration      923/    1000 | consumed samples:       945152 | consumed tokens:    241958912 | elapsed time per iteration (ms): 81914.1 | learning rate: 6.786E-06 | global batch size:  1024 | lm loss: 6.322841E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.501 | tokens per gpu per second (tgs): 1600.116 | TFLOPs: 1.38 |
 iteration      924/    1000 | consumed samples:       946176 | consumed tokens:    242221056 | elapsed time per iteration (ms): 81820.7 | learning rate: 6.766E-06 | global batch size:  1024 | lm loss: 6.328174E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.515 | tokens per gpu per second (tgs): 1601.943 | TFLOPs: 1.38 |
 iteration      925/    1000 | consumed samples:       947200 | consumed tokens:    242483200 | elapsed time per iteration (ms): 81971.4 | learning rate: 6.746E-06 | global batch size:  1024 | lm loss: 6.333506E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.492 | tokens per gpu per second (tgs): 1598.996 | TFLOPs: 1.38 |
 iteration      926/    1000 | consumed samples:       948224 | consumed tokens:    242745344 | elapsed time per iteration (ms): 82064.9 | learning rate: 6.726E-06 | global batch size:  1024 | lm loss: 6.293532E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.478 | tokens per gpu per second (tgs): 1597.175 | TFLOPs: 1.37 |
 iteration      927/    1000 | consumed samples:       949248 | consumed tokens:    243007488 | elapsed time per iteration (ms): 81728.5 | learning rate: 6.707E-06 | global batch size:  1024 | lm loss: 6.300190E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.529 | tokens per gpu per second (tgs): 1603.748 | TFLOPs: 1.38 |
 iteration      928/    1000 | consumed samples:       950272 | consumed tokens:    243269632 | elapsed time per iteration (ms): 81971.4 | learning rate: 6.688E-06 | global batch size:  1024 | lm loss: 6.331592E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.492 | tokens per gpu per second (tgs): 1598.996 | TFLOPs: 1.38 |
 iteration      929/    1000 | consumed samples:       951296 | consumed tokens:    243531776 | elapsed time per iteration (ms): 81807.2 | learning rate: 6.669E-06 | global batch size:  1024 | lm loss: 6.323136E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.517 | tokens per gpu per second (tgs): 1602.206 | TFLOPs: 1.38 |
 iteration      930/    1000 | consumed samples:       952320 | consumed tokens:    243793920 | elapsed time per iteration (ms): 82006.9 | learning rate: 6.650E-06 | global batch size:  1024 | lm loss: 6.294655E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.487 | tokens per gpu per second (tgs): 1598.304 | TFLOPs: 1.38 |
 iteration      931/    1000 | consumed samples:       953344 | consumed tokens:    244056064 | elapsed time per iteration (ms): 81891.8 | learning rate: 6.632E-06 | global batch size:  1024 | lm loss: 6.295579E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.504 | tokens per gpu per second (tgs): 1600.550 | TFLOPs: 1.38 |
 iteration      932/    1000 | consumed samples:       954368 | consumed tokens:    244318208 | elapsed time per iteration (ms): 81681.7 | learning rate: 6.614E-06 | global batch size:  1024 | lm loss: 6.283015E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.536 | tokens per gpu per second (tgs): 1604.668 | TFLOPs: 1.38 |
 iteration      933/    1000 | consumed samples:       955392 | consumed tokens:    244580352 | elapsed time per iteration (ms): 81777.6 | learning rate: 6.596E-06 | global batch size:  1024 | lm loss: 6.329831E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.522 | tokens per gpu per second (tgs): 1602.787 | TFLOPs: 1.38 |
 iteration      934/    1000 | consumed samples:       956416 | consumed tokens:    244842496 | elapsed time per iteration (ms): 81982.9 | learning rate: 6.578E-06 | global batch size:  1024 | lm loss: 6.303834E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.490 | tokens per gpu per second (tgs): 1598.772 | TFLOPs: 1.38 |
 iteration      935/    1000 | consumed samples:       957440 | consumed tokens:    245104640 | elapsed time per iteration (ms): 81977.5 | learning rate: 6.561E-06 | global batch size:  1024 | lm loss: 6.327102E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.491 | tokens per gpu per second (tgs): 1598.879 | TFLOPs: 1.38 |
 iteration      936/    1000 | consumed samples:       958464 | consumed tokens:    245366784 | elapsed time per iteration (ms): 82010.9 | learning rate: 6.544E-06 | global batch size:  1024 | lm loss: 6.327605E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.486 | tokens per gpu per second (tgs): 1598.226 | TFLOPs: 1.38 |
 iteration      937/    1000 | consumed samples:       959488 | consumed tokens:    245628928 | elapsed time per iteration (ms): 81645.8 | learning rate: 6.527E-06 | global batch size:  1024 | lm loss: 6.302634E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.542 | tokens per gpu per second (tgs): 1605.373 | TFLOPs: 1.38 |
 iteration      938/    1000 | consumed samples:       960512 | consumed tokens:    245891072 | elapsed time per iteration (ms): 81810.1 | learning rate: 6.511E-06 | global batch size:  1024 | lm loss: 6.347983E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.517 | tokens per gpu per second (tgs): 1602.149 | TFLOPs: 1.38 |
 iteration      939/    1000 | consumed samples:       961536 | consumed tokens:    246153216 | elapsed time per iteration (ms): 81938.6 | learning rate: 6.494E-06 | global batch size:  1024 | lm loss: 6.343514E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.497 | tokens per gpu per second (tgs): 1599.637 | TFLOPs: 1.38 |
 iteration      940/    1000 | consumed samples:       962560 | consumed tokens:    246415360 | elapsed time per iteration (ms): 81520.3 | learning rate: 6.478E-06 | global batch size:  1024 | lm loss: 6.301136E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.561 | tokens per gpu per second (tgs): 1607.846 | TFLOPs: 1.38 |
 iteration      941/    1000 | consumed samples:       963584 | consumed tokens:    246677504 | elapsed time per iteration (ms): 81497.9 | learning rate: 6.462E-06 | global batch size:  1024 | lm loss: 6.323191E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.565 | tokens per gpu per second (tgs): 1608.286 | TFLOPs: 1.38 |
 iteration      942/    1000 | consumed samples:       964608 | consumed tokens:    246939648 | elapsed time per iteration (ms): 81596.9 | learning rate: 6.447E-06 | global batch size:  1024 | lm loss: 6.293862E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.549 | tokens per gpu per second (tgs): 1606.335 | TFLOPs: 1.38 |
 iteration      943/    1000 | consumed samples:       965632 | consumed tokens:    247201792 | elapsed time per iteration (ms): 81414.2 | learning rate: 6.432E-06 | global batch size:  1024 | lm loss: 6.302900E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.578 | tokens per gpu per second (tgs): 1609.941 | TFLOPs: 1.39 |
 iteration      944/    1000 | consumed samples:       966656 | consumed tokens:    247463936 | elapsed time per iteration (ms): 81593.2 | learning rate: 6.417E-06 | global batch size:  1024 | lm loss: 6.323036E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.550 | tokens per gpu per second (tgs): 1606.409 | TFLOPs: 1.38 |
 iteration      945/    1000 | consumed samples:       967680 | consumed tokens:    247726080 | elapsed time per iteration (ms): 81521.7 | learning rate: 6.402E-06 | global batch size:  1024 | lm loss: 6.324738E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.561 | tokens per gpu per second (tgs): 1607.817 | TFLOPs: 1.38 |
 iteration      946/    1000 | consumed samples:       968704 | consumed tokens:    247988224 | elapsed time per iteration (ms): 81597.6 | learning rate: 6.388E-06 | global batch size:  1024 | lm loss: 6.320584E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.549 | tokens per gpu per second (tgs): 1606.322 | TFLOPs: 1.38 |
 iteration      947/    1000 | consumed samples:       969728 | consumed tokens:    248250368 | elapsed time per iteration (ms): 81376.7 | learning rate: 6.373E-06 | global batch size:  1024 | lm loss: 6.297274E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.583 | tokens per gpu per second (tgs): 1610.682 | TFLOPs: 1.39 |
 iteration      948/    1000 | consumed samples:       970752 | consumed tokens:    248512512 | elapsed time per iteration (ms): 81491.3 | learning rate: 6.359E-06 | global batch size:  1024 | lm loss: 6.289261E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.566 | tokens per gpu per second (tgs): 1608.417 | TFLOPs: 1.38 |
